开始时间,结束时间,字幕内容,字幕颜色
0:00:00.000,0:00:05.050,Translation: Melts Timing: zhufree,
0:00:05.050,0:00:13.670,Night – Indoors – Qi Yan is practicing calligraphy,
0:01:49.900,0:01:52.650,Nangong Jingnu: That Qi Yan, why is he still inside?,#FF7D40
0:02:31.420,0:02:32.900,Nangong Jingnu: That’s it, I’m not waiting anymore…,#FF7D40
0:02:35.420,0:02:36.450,Nangong Jingnu: Qi Yan!,#FF7D40
0:02:37.720,0:02:39.420,Qi Yan: Why are you here, Your Highness?,#A9A0FF
0:02:39.420,0:02:41.720,[Jingnu walks closer],
0:02:41.720,0:02:43.370,Nangong Jingnu: You’re practicing calligraphy?,#FF7D40
0:02:43.370,0:02:44.720,What are you writing?,#FF7D40
0:02:44.720,0:02:50.020,Qi Yan: …Oh, this subject was just copying poems to meditate.,#A9A0FF
0:02:53.620,0:02:58.170,Nangong Jingnu: The birds and fish are still, the moon is reflected on the dark river.,#FF7D40
0:02:58.170,0:03:03.320,Free of bothersome affairs, all that remains is a qin on the boat…,#FF7D40
0:03:05.020,0:03:06.170,Qi Yan: Your Highness?,#A9A0FF
0:03:07.970,0:03:10.200,Nangong Jingnu: The south has sent in a new batch of folding fans for tribute.,#FF7D40
0:03:10.200,0:03:12.170,Emperor Father had some delivered to the estate.,#FF7D40
0:03:12.700,0:03:16.620,I remembered that you like things like this, so I was waiting for you to come and take your pick.,#FF7D40
0:03:17.100,0:03:19.320,I didn’t think you would stay in the study for more than two hours,,#FF7D40
0:03:19.320,0:03:23.870,I… I couldn’t wait anymore, so I came to get you.,#FF7D40
0:03:25.270,0:03:27.020,Qi Yan: This subject appreciates the thought, Your Highness.,#A9A0FF
0:03:27.700,0:03:29.520,Nangong Jingnu: Oh, it’s nothing.,#FF7D40
0:03:29.520,0:03:31.200,I’ve already picked a fan that I like.,#FF7D40
0:03:31.200,0:03:35.120,I want… I want you to write something on it for me.,#FF7D40
0:03:35.350,0:03:39.670,Qi Yan: Oh… So you had a plan, Your Highness.,#A9A0FF
0:03:40.720,0:03:44.650,You weren’t waiting for me to choose, you just wanted me to write something for you?,#A9A0FF
0:03:44.650,0:03:52.920,Nangong Jingnu: I’m not… Qi Yan! You’re teasing me, aren’t you!,#FF7D40
0:03:54.270,0:03:57.250,Qi Yan: This subject wouldn’t dare. This subject will abide by your orders.,#A9A0FF
0:03:58.700,0:04:01.320,Nangong Jingnu: Hmph, let’s go. I’m in a good mood today.,#FF7D40
0:04:01.320,0:04:06.070,I’ll get the storage opened and have my collection of folding fans brought out later.,#FF7D40
0:04:06.070,0:04:08.120,We’ll see if there’s any matching ones.,#FF7D40
0:04:09.670,0:04:12.970,Qi Yan: Just a moment, Your Highness. Allow this subject to tidy up the table.,#A9A0FF
0:04:12.970,0:04:14.250,I’ll be there shortly.,#A9A0FF
0:04:14.250,0:04:16.520,Nangong Jingnu: Mm, I’ll wait for you in the front hall!,#FF7D40
0:04:17.750,0:04:21.070,[Nangong Jingnu leaves the study],
0:04:21.650,0:04:28.620,[Qi Yan tidies up the table],
0:04:34.000,0:04:41.970,[Qi Yan leaves the study],
