开始时间,结束时间,字幕内容,字幕颜色
0:19:17.54,0:19:19.41,**Or will you regret…**,#A9A0FF
0:19:19.85,0:19:23.79,**not refusing this absurd arranged marriage to the death?**,#A9A0FF
0:19:25.63,0:19:29.06,**I will take your life in the very end,**,#A9A0FF
0:19:31.23,0:19:32.43,**but before that…**,#A9A0FF
0:19:34.64,0:19:35.27,I,**,#A9A0FF
0:19:36.61,0:19:38.35,**will treat you sincerely too.**,#A9A0FF
0:19:42.17,0:19:46.06,Qi Yan: **All of the Jing people who lost their lives under the Wei kingdom’s blade,**,#A9A0FF
0:19:47.07,0:19:50.44,**I will plant each of their souls in Nangong Jingnu’s heart…**,#A9A0FF
0:20:00.66,0:20:01.56,Qi Yan: Your Highness,,#A9A0FF
0:20:02.33,0:20:06.12,you will like this gift.,#A9A0FF
0:20:23.02,0:20:26.45,[Princess estate],
0:20:27.14,0:20:28.80,Servant girl 1: Will Her Highness return tonight?,
0:20:28.84,0:20:29.51,Servant girl 2: Ai,,
0:20:29.51,0:20:33.40,the Princess estate isn’t the same without Her Highness’s cheer and laughter.,
0:20:33.61,0:20:35.03,Servant girl 3: Isn’t that right?,
0:20:35.03,0:20:38.21,This Lord Fuma of ours only has space for books in his heart.,
0:20:38.58,0:20:40.42,It’s been so long since Her Highness entered the palace,,
0:20:40.42,0:20:42.39,but he doesn’t even know to go to her,,
0:20:42.71,0:20:46.30,locking himself in the study all day working on who knows what.,
0:20:46.69,0:20:50.36,He has already asked for people to restock paper three times.,
0:20:51.41,0:20:54.34,Servant girl 2: Say… wasn’t the Weiming palace burned down?,
0:20:54.66,0:20:56.08,Where does Her Highness stay in the palace?,
0:20:56.55,0:20:59.35,Servant girl 2: I heard from Xiahe jiejie and Dongmei jiejie,
0:20:59.57,0:21:03.42,that the Chionghua Highness hasn’t been feeling well ever since she gave birth,,
0:21:03.75,0:21:06.22,so Her Highness entered the palace to accompany the Chionghua Highness.,
0:21:06.22,0:21:09.81,The two Highnesses rarely get to meet throughout the year.,
0:21:10.34,0:21:12.43,Servant girl 3: But it’s been over a month.,
0:21:12.63,0:21:14.90,It’s the Mid-Autumn festival today.,
0:21:15.37,0:21:17.86,Servant girl 1: Shh… Maybe Her Highness will return after tonight.,
0:21:17.86,0:21:19.79,Lord Fuma entered the palace early today;,
0:21:20.02,0:21:21.90,he should have already arrived.,
0:21:26.69,0:21:30.75,[Imperial palace, palace banquet],
0:21:30.81,0:21:33.16,Eunuch: The Zhuohua Princess’ Fuma,,
0:21:33.16,0:21:36.43,and the Zhenzhen Princess’ Fuma are here~,
0:21:36.57,0:21:37.30,Qi Yan: Second brother-in-law,,#A9A0FF
0:21:37.62,0:21:38.27,please go ahead.,#A9A0FF
0:21:38.80,0:21:39.33,Lu Zhongxing: Hmph.,
0:21:48.47,0:21:50.54,Nangong Sunu: Your Fuma has come to fetch you in person,,
0:21:50.85,0:21:52.06,go to him!,
0:21:53.02,0:21:54.21,Nangong Jingnu: Da-jie.,#FF7D40
0:21:56.77,0:21:57.42,Qi Yan: Da-jie,,#A9A0FF
0:21:57.91,0:21:58.64,Your Highness.,#A9A0FF
0:21:59.51,0:22:01.74,Nangong Sunu: Brother-in-law seems to have lost weight.,
0:22:02.06,0:22:04.07,Have you not been getting enough rest lately?,
0:22:05.35,0:22:05.98,Qi Yan: Yes,,#A9A0FF
0:22:06.59,0:22:08.15,this subject hasn’t been sleeping well recently.,#A9A0FF
0:22:08.29,0:22:08.90,Nangong Jingnu: You,,#FF7D40
0:22:09.35,0:22:09.85,I…,#FF7D40
0:22:11.45,0:22:12.16,Da-jie,,#FF7D40
0:22:12.43,0:22:13.52,we’ll go over there first.,#FF7D40
0:22:14.05,0:22:14.66,Nangong Sunu: Mn~,
0:22:18.51,0:22:19.37,Qi Yan: Your Highness…,#A9A0FF
0:22:19.85,0:22:21.82,will you return to the estate with this subject?,#A9A0FF
0:22:22.63,0:22:23.34,Nangong Jingnu: Hmph.,#FF7D40
0:22:24.36,0:22:25.23,Qi Yan: I’m sorry.,#A9A0FF
0:22:26.43,0:22:27.46,Nangong Jingnu: Even if I do return,,#FF7D40
0:22:27.70,0:22:29.47,that must wait until after the palace banquet.,#FF7D40
0:22:30.16,0:22:32.41,I heard that big brother-in-law will return to the court today.,#FF7D40
0:22:32.57,0:22:33.83,San-ge has gone to welcome him,,#FF7D40
0:22:34.07,0:22:35.11,he’s already on his way.,#FF7D40
0:22:35.78,0:22:36.36,Qi Yan: Oh.,#A9A0FF
0:22:38.39,0:22:39.35,Nangong Jingnu: You…,#FF7D40
0:22:40.30,0:22:41.29,Why did you lose weight again,,#FF7D40
0:22:41.94,0:22:44.76,you’ll become a skeleton if this goes on!,#FF7D40
0:22:45.55,0:22:47.99,Qi Yan: This subject… is overwhelmed with guilt.,#A9A0FF
0:22:48.58,0:22:49.63,It keeps this subject up at night.,#A9A0FF
0:22:52.29,0:22:53.06,Nangong Jingnu: Go to your seat,,#FF7D40
0:22:53.67,0:22:55.13,we can talk once we’re back in the estate.,#FF7D40
0:22:55.80,0:22:57.34,Men and women have to sit separately today,,#FF7D40
0:22:57.36,0:22:59.26,I’m going to sit next to my sisters.,#FF7D40
0:22:59.93,0:23:00.73,Qi Yan: Alright.,#A9A0FF
0:23:07.42,0:23:10.10,Eunuch: His Highness the Fifth Prince is here.,
0:23:10.75,0:23:13.67,Eunuch: His Highness the Sixth Prince is here.,
0:23:14.74,0:23:17.14,Eunuch: His Highness the Third Prince is here,,
0:23:17.14,0:23:19.75,the Zhenbei General is here.,
0:23:20.00,0:23:20.73,Nangong Jingnu: Da-jie,,#FF7D40
0:23:21.09,0:23:22.25,big brother-in-law is back!,#FF7D40
0:23:22.47,0:23:23.04,Nangong Sunu: Mm,,
0:23:23.20,0:23:24.48,he’s finally back.,
0:23:25.03,0:23:27.54,Eunuch: General Ding Yi is here.,
0:23:34.17,0:23:37.30,Qi Yan: **I will never forget that face.**,#A9A0FF
0:23:38.07,0:23:40.44,**He was the one who forced me to separate from my sister,**,#A9A0FF
0:23:40.99,0:23:42.37,**and to jump into the Luo river.**,#A9A0FF
0:23:43.04,0:23:44.54,**Flowing Fire died saving me!**,#A9A0FF
0:23:46.49,0:23:47.87,**In the War of Jing Wei,**,#A9A0FF
0:23:48.19,0:23:50.38,**Ding Yi was the pioneer officer for Lu Quan,**,#A9A0FF
0:23:50.77,0:23:52.73,**willfully plundering the Jing kingdom.**,#A9A0FF
0:23:53.61,0:23:57.22,**Now, he had marched north with his son,**,#A9A0FF
0:23:57.72,0:23:59.35,**harming my people once again!**,#A9A0FF
0:24:00.48,0:24:02.92,Eunuch: His Majesty has arrived!,
0:24:06.95,0:24:08.92,Crowd: Greetings to Your Majesty/Emperor Father.,
0:24:12.85,0:24:14.17,Nangong Rang: Courtesy is exempted, all may rise.,
0:24:14.72,0:24:16.26,Crowd: Thank you, Your Majesty/Emperor Father.,
0:24:22.63,0:24:23.81,Nangong Rang: Everyone has returned?,
0:24:24.64,0:24:25.27,Excellent,,
0:24:25.74,0:24:26.45,excellent!,
0:24:27.70,0:24:28.55,Sijiu…,
0:24:29.12,0:24:31.64,Arrange a dining desk next to me,,
0:24:32.15,0:24:35.65,let General Shangguan sit by my side.,
0:24:36.34,0:24:37.28,Sijiu: Understood.,
0:24:37.64,0:24:38.78,Shangguan Wu: Thank you very much, Emperor Father!,
0:24:39.47,0:24:41.25,Nangong Rang: It is what you deserve.,
0:24:41.72,0:24:43.02,You were entrusted with a mission at a critical moment,,
0:24:43.02,0:24:44.44,and quelled the rebellion swiftly.,
0:24:44.92,0:24:46.43,You deserve top credit!,
0:24:47.01,0:24:48.76,Shangguan Wu: The Shangguan family is a line of Generals,
0:24:48.76,0:24:50.10,who received imperial grace for generations.,
0:24:50.60,0:24:54.01,Being able to resolve conflicts for Emperor Father is this son’s fortune!,
0:24:55.07,0:24:57.50,Nangong Rang: Good, good.,
0:24:58.25,0:25:00.03,Speaking of fortune…,
0:25:00.58,0:25:02.92,The Chionghua Princess has given birth to a son,,
0:25:03.48,0:25:07.30,and news of victory arrived just as this child was born.,
0:25:07.91,0:25:11.11,I believe that this child is deeply blessed,,
0:25:11.62,0:25:12.53,hence I granted him the name,,
0:25:12.53,0:25:14.05,Shangguan Fu.,
0:25:15.74,0:25:16.71,Shangguan Wu: Thank you, Emperor Father!,
0:25:17.68,0:25:18.72,Nangong Rang: You may go to your seat.,
0:25:18.92,0:25:19.43,Shangguan Wu: Yes!,
0:25:23.65,0:25:24.54,Nangong Jingnu: Da-jie,,#FF7D40
0:25:25.17,0:25:27.11,big brother-in-law is so impressive~,#FF7D40
0:25:27.84,0:25:29.85,Nangong Sunu: Oh him, he’s a boor.,
0:25:30.06,0:25:32.98,Only the bit of army-leading skills he has is worth a look.,
0:25:33.67,0:25:34.52,Nangong Rang: Sijiu.,
0:25:35.13,0:25:36.85,Sijiu: Yes, Your Majesty.,
0:25:38.27,0:25:42.25,Sijiu: By the will of Heaven and the Emperor’s command,,
0:25:42.25,0:25:43.62,heed:,
0:25:43.62,0:25:45.47,Ever since I ascended to the throne,,
0:25:45.47,0:25:47.07,I have made great efforts to make the kingdom prosperous.,
0:25:47.07,0:25:48.49,I have worked to correct the world,,
0:25:48.49,0:25:50.02,to settle the land,,
0:25:50.02,0:25:53.36,and to develop the unoccupied land of Wei.,
0:25:53.63,0:25:58.49,I have once kindly tried to civilize the tribespeople,,
0:25:58.62,0:26:02.94,yet ten years of time have only warmed a snake in my bosom.,
0:26:03.24,0:26:06.67,The Battle of Qing Yi is also the result of my mistake.,
0:26:06.95,0:26:07.87,Fortunately,,
0:26:08.17,0:26:10.89,the court has a multitude of fine generals.,
0:26:11.35,0:26:14.88,The Zhenbei General has top merit in this battle.,
0:26:15.01,0:26:17.30,I grant him a thousand land rights in fiefs,,
0:26:17.30,0:26:20.54,hereditary for three generations.,
0:26:21.33,0:26:24.34,The Chionghua Princess manages domestic affairs with honor,,
0:26:24.50,0:26:26.38,and her husband has rendered a great service.,
0:26:26.83,0:26:31.13,She is granted a block of gorgonia and a pair of auspicious jade.,
0:26:31.54,0:26:36.22,Ding Yi and his son have merit in leading the support troops.,
0:26:37.40,0:26:41.72,Ding Yi shall be promoted as the third-tier General before the Palace.,
0:26:41.72,0:26:45.76,His son Ding Fengshan shall be the Vice Director of the Ministry of Works,,
0:26:45.76,0:26:47.64,and he will start within the month.,
0:26:47.64,0:26:49.57,That is all.,
0:26:51.88,0:26:53.65,Shangguan Wu: Thank you, Emperor Father!,
0:26:51.88,0:26:53.65,Ding Yi/Ding Fengshan: Thank you, Your Majesty!,
0:26:54.58,0:26:55.37,Nangong Rang: Begin the banquet!,
0:27:04.98,0:27:05.69,Eunuch: Gonggong~,
0:27:05.69,0:27:08.37,The Princess of the Tuba tribe has finished freshening up.,
0:27:08.37,0:27:09.87,She is waiting outside the imperial garden.,
0:27:10.15,0:27:10.84,Sijiu: Got it,,
0:27:11.28,0:27:12.01,you can go.,
0:27:12.90,0:27:13.60,Eunuch: Understood.,
0:27:16.53,0:27:17.75,Sijiu: Reporting Your Majesty,,
0:27:18.20,0:27:20.94,the Princess of the Tuba tribe has finished freshening up.,
0:27:21.31,0:27:23.48,She is waiting outside the imperial garden.,
0:27:23.94,0:27:25.05,Nangong Rang: Summon her in then.,
0:27:26.89,0:27:27.74,Sijiu: Summon,,
0:27:28.06,0:27:31.60,the Princess of the Tuba tribe may present herself!,
0:27:34.10,0:27:35.51,Qi Yan: **Princess of the Tuba tribe?**,#A9A0FF
0:27:36.44,0:27:39.42,**Could it be the little girl that Erile brought for a marriage alliance back then?**,#A9A0FF
0:27:40.33,0:27:41.85,**Why did she come to the capital city?**,#A9A0FF
0:27:44.74,0:27:47.95,[Jiya enters the great hall],
0:28:10.08,0:28:11.36,Nangong Jingnu: Wow!,#FF7D40
0:28:12.14,0:28:13.84,So beautiful~,#FF7D40
0:28:14.34,0:28:16.84,I’ve never seen a woman this beautiful,,#FF7D40
0:28:17.38,0:28:18.73,she’s just like a searing flame.,#FF7D40
0:28:19.68,0:28:20.51,Nangong Jingnu: Er-jie,,#FF7D40
0:28:20.83,0:28:23.70,what is the Princess of the Tuba tribe doing in the capital city?,#FF7D40
0:28:24.37,0:28:27.06,Nangong Shunu: I heard that she is the daughter of the original governor of the northern nine provinces,,
0:28:27.72,0:28:31.51,it might be that she has no one to rely on now that her father is dead.,
0:28:32.51,0:28:34.12,[Jiya leisurely walks towards Qi Yan],
0:28:34.42,0:28:38.12,Major official 1: Why is the Princess of the Tuba tribe heading towards the Zhenzhen Fuma?,
0:28:38.12,0:28:39.03,Major official 2: That’s right,,
0:28:39.03,0:28:40.94,why did she not greet His Majesty first?,
0:28:39.03,0:28:40.66,Major official 3: This Princess is truly unconventional.,
0:28:41.62,0:28:42.70,Jiya: Raise your head.,
0:28:42.70,0:28:43.31,Major official 4: Shh!,
0:28:45.78,0:28:48.43,Qi Yan: This one… didn’t quite hear what you said, Miss?,#A9A0FF
0:28:49.21,0:28:50.32,Jiya: Raise your head!,
0:28:52.51,0:28:53.10,Qi Yan: This subject,,#A9A0FF
0:28:53.43,0:28:54.30,this subject wouldn’t dare…,#A9A0FF
0:28:55.60,0:28:56.32,Nangong Rang: Qi Yan?,
0:28:58.12,0:28:58.55,Qi Yan: This,,#A9A0FF
0:28:58.55,0:28:59.66,this subject… This subject wouldn’t dare.,#A9A0FF
0:29:00.14,0:29:01.48,This subject is already married,,#A9A0FF
0:29:01.59,0:29:03.31,and would not dare to peer at other women.,#A9A0FF
0:29:04.41,0:29:05.74,Officials: (roaring laughter),
0:29:05.82,0:29:07.65,Nangong Sunu: Brother-in-law is truly an honest man~,
0:29:08.04,0:29:08.56,Nangong Jingnu: Aiya!,#FF7D40
0:29:08.56,0:29:09.58,Da-jie!,#FF7D40
0:29:09.58,0:29:10.37,Nangong Rang: Haha,,
0:29:11.84,0:29:13.92,the Princess of the Tuba tribe is a faraway guest,,
0:29:14.16,0:29:15.66,just do whatever she wants you to do.,
0:29:16.27,0:29:17.60,I will pardon you of the offense.,
0:29:20.01,0:29:20.72,Qi Yan: …Understood.,#A9A0FF
0:29:25.20,0:29:28.24,Jiya: Your eyes are just like mine.,
0:29:29.47,0:29:30.62,Qi Yan: Answering Miss,,#A9A0FF
0:29:30.99,0:29:32.06,Your Highness the Princess…,#A9A0FF
0:29:32.91,0:29:35.31,This subject suffered a serious illness as a child,,#A9A0FF
0:29:35.66,0:29:38.25,and this subject’s eyes became like this as a result.,#A9A0FF
0:29:39.18,0:29:40.29,Jiya: So that is why.,
0:29:41.94,0:29:46.45,[Jiya leaves, heading to the middle of the great hall],
0:29:47.34,0:29:48.60,Jiya: Nagsi Jiya,,
0:29:49.21,0:29:50.15,greets the King.,
0:29:51.52,0:29:53.56,Nangong Rang: Erile has raised you well.,
0:29:54.01,0:29:57.27,I did not expect that you could speak mandarin so fluently,,
0:29:58.18,0:30:00.14,but your address is inaccurate.,
0:30:00.83,0:30:02.39,You should be calling me,,
0:30:02.48,0:30:03.39,‘Your Majesty’.,
0:30:05.11,0:30:06.59,Jiya: Greetings to Your Majesty.,
0:30:07.71,0:30:09.80,Jiya has travelled far to come to the south,,
0:30:10.17,0:30:12.77,wearing the ceremonial wedding dress of Princesses of the grass plains,,
0:30:13.77,0:30:16.96,simply to marry the King who rules all under the sky!,
0:30:19.35,0:30:20.31,Major official 1: How absurd.,
0:30:20.53,0:30:23.22,A woman publicly proposing marriage?,
0:30:21.03,0:30:22.16,Nangong Jingnu: Er-jie,,#FF7D40
0:30:22.18,0:30:24.65,what, what did she just say?,#FF7D40
0:30:24.65,0:30:26.00,Major official 2: How utterly shameless.,
0:30:26.00,0:30:28.95,Nangong Shunu: She… wants to marry Emperor Father.,
0:30:26.70,0:30:29.69,Major official 3: I’ve heard that the natives of the northern nine provinces are swift and fierce,,
0:30:29.69,0:30:33.16,and today I see… that it is truly extraordinary!,
0:30:32.14,0:30:33.16,Nangong Rang: Ahem,,
0:30:35.49,0:30:38.70,are your father’s funeral matters completed?,
0:30:39.18,0:30:40.94,Jiya: Ah-ba’s body has already been laid to rest,,
0:30:41.68,0:30:43.35,but his head could not be found.,
0:30:44.09,0:30:45.63,Nangong Rang: I have already ordered people,
0:30:45.63,0:30:48.50,to continue pursuing the rebel Qiyan Aguna.,
0:30:49.15,0:30:51.39,Your father will surely be avenged.,
0:30:52.86,0:30:55.21,Erile had merit as an informant back then,,
0:30:55.62,0:30:57.20,I have not forgotten him.,
0:30:58.77,0:31:02.59,However… I recall that Erile was in his sixties.,
0:31:02.89,0:31:05.76,How did he have such a young Princess?,
0:31:06.52,0:31:10.60,Jiya: I was born as the youngest daughter of the family,
0:31:11.02,0:31:12.71,when ah-ba was forty-nine.,
0:31:13.60,0:31:15.14,Ah-ba cared for me the most.,
0:31:15.45,0:31:17.01,He was always there for me, raising me up.,
0:31:17.84,0:31:19.75,Now he has returned to the embrace of divinity,,
0:31:20.90,0:31:23.57,but I was still the one that he worried about the most.,
0:31:25.13,0:31:26.93,Nangong Rang: For a man of past merit,
0:31:26.93,0:31:29.23,to entrust the shining pearl in his palms to me,,
0:31:29.62,0:31:33.54,I will definitely ensure you a lifetime of well-being.,
0:31:34.47,0:31:35.25,Nangong Rang: Sijiu.,
0:31:35.88,0:31:36.88,Sijiu: This servant is here.,
0:31:37.46,0:31:38.09,Nangong Rang: Write this decree.,
0:31:38.73,0:31:41.22,I seal Princess Jiya as Zhaoyi,,
0:31:41.79,0:31:43.65,granting her the title, Ya.,
0:31:44.09,0:31:45.50,Sijiu: As Your Majesty decrees.,
0:31:46.89,0:31:48.02,Jiya: Thank you, Your Majesty.,
0:31:50.75,0:31:51.32,Nangong Rang: Come,,
0:31:51.99,0:31:53.34,sit by my side.,
0:31:57.49,0:31:59.49,Nangong Jingnu: **The space next to Emperor Father…**,#FF7D40
0:32:00.31,0:32:02.96,**That’s an honor that belonged exclusively to Empress Mother.**,#FF7D40
0:32:04.72,0:32:06.50,Nangong Shunu: **My mother has followed Emperor Father for a lifetime.**,
0:32:07.00,0:32:08.89,**She has raised to adulthood a married Princess,**,
0:32:09.13,0:32:10.91,**but she was only given the status of Zhaorong.**,
0:32:11.64,0:32:12.91,**On the day after consummation,**,
0:32:13.34,0:32:15.14,**all of the consorts who have a lower status than Jiya**,
0:32:15.14,0:32:17.05,**will have to go to her palace and give her their respects.**,
0:32:18.14,0:32:19.92,**My poor mother, at her age…**,
0:32:20.35,0:32:23.76,**she will actually have to call a nineteen year old girl ‘jiejie’…**,
0:32:30.93,0:32:34.23,Jiya: There is something that I’ve forgotten to tell you, Your Majesty.,
0:32:34.88,0:32:35.62,Nangong Rang: Oh?,
0:32:35.62,0:32:36.57,What is it?,
0:32:37.81,0:32:39.31,Jiya: Regarding that nefarious General,,
0:32:39.92,0:32:41.40,Qiyan Aguna…,
0:32:42.09,0:32:42.91,Qi Yan: **Oh no…**,#A9A0FF
0:32:43.72,0:32:44.54,Nangong Rang: What about him?,
0:32:45.31,0:32:46.82,Jiya: The leader of the rebels, that nefarious General,,
0:32:47.21,0:32:49.54,is not actually the Prince of the Chengli tribe, Qiyan Aguna…,
0:32:51.10,0:32:52.19,When I was little,,
0:32:52.19,0:32:54.10,ah-ba once took me on a visit to the Chengli tribe.,
0:32:55.10,0:32:57.47,Sukhbarun’s Khatun was from the Wei kingdom,,
0:32:57.88,0:33:01.13,so his son and daughter did not actually have pure blood.,
0:33:02.22,0:33:03.89,The Prince, Qiyan Aguna,,
0:33:04.37,0:33:06.24,had a tall and sturdy build,,
0:33:06.69,0:33:07.87,but he had black eyes.,
0:33:08.71,0:33:10.37,His younger sister, Qiyan Nomin,,
0:33:11.01,0:33:13.39,had amber eyes,,
0:33:14.40,0:33:16.73,but she was physically frail.,
0:33:17.97,0:33:20.16,The nefarious General charged into Baishui city that day,,
0:33:20.16,0:33:20.98,so I’ve seen him.,
0:33:21.96,0:33:23.96,He had amber eyes,,
0:33:24.46,0:33:26.19,so he couldn’t possibly be Qiyan Aguna.,
0:33:29.28,0:33:30.76,Nangong Rang: You mean…,
0:33:31.00,0:33:33.21,someone is using this to build momentum?,
0:33:34.08,0:33:36.38,Jiya: Although Qiyan Aguna was young back then,,
0:33:36.94,0:33:39.27,he was known for having a divine gift,,
0:33:39.75,0:33:41.64,and he was the only Prince of the Chengli tribe.,
0:33:42.81,0:33:46.89,This name held some weight among the people of the grass plains.,
0:33:48.08,0:33:50.15,The real Qiyan Aguna,,
0:33:50.54,0:33:51.80,I think, must be dead.,
0:33:52.64,0:33:55.69,He was not the type to stay in hiding.,
0:33:56.42,0:33:57.08,Nangong Rang: Oh,,
0:33:57.79,0:33:58.68,all the better if he’s dead.,
0:33:59.70,0:34:00.22,Come,,
0:34:00.85,0:34:03.70,let us all drink to our heart’s content tonight!,
0:34:04.05,0:34:05.04,Jiya: Hehehe.,
0:34:09.74,0:34:11.91,[Jiya and Qi Yan measure each other up discreetly],
0:34:12.71,0:34:14.75,Qi Yan: **Jiya does recognize me,**,#A9A0FF
0:34:15.25,0:34:18.73,**but why did she intentionally swap the description of my features with Xiao-Die’s?**,#A9A0FF
0:34:19.94,0:34:21.85,**Is she trying to cover for me,**,#A9A0FF
0:34:22.35,0:34:24.07,**or does she have other plans?**,#A9A0FF
0:34:25.07,0:34:26.85,Jiya: **It’s been eleven years.**,
0:34:27.15,0:34:28.69,**He still looks the same as he was as a child,**,
0:34:30.06,0:34:31.52,**but he has grown taller,**,
0:34:32.27,0:34:33.88,**and his features have become finer.**,
0:34:34.56,0:34:36.84,**His body is still so thin…**,
0:34:38.07,0:34:40.42,**There’s a scar on his face for some reason,**,
0:34:41.13,0:34:43.55,**but it does make him look more like a Prince.**,
0:34:49.54,0:34:53.66,Qi Yan: **You came to the capital city and became a consort,**,#A9A0FF
0:34:49.54,0:34:53.66,Jiya: **You came to the capital city and became a Fuma,**,
0:34:54.92,0:34:57.14,**what exactly is your goal?**,#A9A0FF
0:34:54.92,0:34:57.14,**what exactly is your goal?**,
0:35:33.97,0:35:39.32,Jingnu: You, my first love, my forever,#FF7D40
0:35:39.32,0:35:42.49,the ocean depths, the searing flame,#FF7D40
0:35:42.49,0:35:46.91,sincerity, and illusion,#FF7D40
0:35:46.91,0:35:52.17,I, fell for you, made mistakes,#FF7D40
0:35:52.17,0:35:55.27,sated my thirst, lost my mind,#FF7D40
0:35:55.27,0:35:59.89,what I sowed, I reaped,#FF7D40
0:36:02.89,0:36:07.99,Qi Yan: You, in the court, by my pillow,#A9A0FF
0:36:07.99,0:36:11.39,the diverging path, in my heart,#A9A0FF
0:36:11.39,0:36:15.57,before my eyes, in the horizon,#A9A0FF
0:36:15.57,0:36:20.62,I, can't break free, can't linger,#A9A0FF
0:36:20.62,0:36:24.10,can't hate, can't understand,#A9A0FF
0:36:24.10,0:36:29.03,can't decide, can't take a side,#A9A0FF
0:36:30.08,0:36:34.60,My heart, is already wrung apart,#A9A0FF
0:36:34.60,0:36:36.46,ground to dust,#A9A0FF
0:36:36.46,0:36:42.85,There is no room for regret in a path towards a dead end,#A9A0FF
0:36:42.85,0:36:47.35,Jingnu: My love, fallen with my tear,#FF7D40
0:36:47.35,0:36:49.20,No one to blame,#FF7D40
0:36:49.20,0:36:55.63,Except me for a true love wrongly given,#FF7D40
0:37:08.18,0:37:13.69,Qi Yan: The path, no looking ahead, no looking back,#A9A0FF
0:37:13.69,0:37:16.99,no hesitation, no way back,#A9A0FF
0:37:16.99,0:37:21.24,no calculation, no letting go,#A9A0FF
0:37:21.24,0:37:35.64,Jingnu: Sigh, at the battle, the pain, the love, the dream, the show, all for naught,#FF7D40
0:37:35.64,0:37:40.28,Together: My heart, is already wrung apart,
0:37:40.28,0:37:42.14,ground to dust,
0:37:42.14,0:37:48.48,There is no room for regret in a path towards a dead end,
0:37:48.48,0:37:53.03,My love, fallen with my tear,
0:37:53.03,0:37:54.98,No one to blame,
0:37:54.98,0:38:00.97,Except me for a true love wrongly given,
0:38:00.97,0:38:06.01,Qi Yan: My heart, is already wrung apart,#A9A0FF
0:38:06.01,0:38:07.60,ground to dust,#A9A0FF
0:38:07.60,0:38:14.08,There is no room for regret in a path towards a dead end,#A9A0FF
0:38:14.08,0:38:18.51,Jingnu: My love, fallen with my tear,#FF7D40
0:38:18.51,0:38:20.47,No one to blame,#FF7D40
0:38:20.47,0:38:26.79,Except me for a true love wrongly given,#FF7D40
0:38:26.79,0:38:31.70,Together: My heart(heart), is already wrung apart,
0:38:31.70,0:38:33.39,ground to dust,
0:38:33.39,0:38:39.60,There is no room for regret in a path towards a dead end,
0:38:39.60,0:38:44.33,My love(love), fallen with my tear,
0:38:44.33,0:38:45.94,No one to blame,
0:38:45.94,0:38:52.58,Except me for a true love wrongly given,
0:38:52.58,0:39:02.80,I'll return to you in another life, and try again,
