开始时间,结束时间,字幕内容,字幕颜色
0:00:05.02,0:00:08.00,Translator: Melts,
0:00:08.00,0:00:11.02,Timing: zhufree,
0:00:13.80,0:00:17.32,[Nameless valley],
0:00:20.05,0:00:21.70,Masked person: Look at me!,
0:00:21.70,0:00:22.65,Answer me!,
0:00:23.55,0:00:26.62,Your parents, your family, your people—,
0:00:27.17,0:00:28.52,who killed them all?,
0:00:29.07,0:00:29.92,Qi Yan(young): The Wei kingdom,,#A9A0FF
0:00:30.75,0:00:32.50,the Wei kingdom’s army destroyed my kingdom,,#A9A0FF
0:00:32.90,0:00:35.30,killed my family, and massacred my people!,#A9A0FF
0:00:36.90,0:00:39.65,Masked person: The king’s tent has been turned into a livestock pen.,
0:00:39.80,0:00:44.87,The blood of your parents is mixed with livestock dung, and trampled by those animals at will.,
0:00:44.87,0:00:46.67,They died in pieces, eyes still open,,
0:00:47.49,0:00:48.52,do you know that?,
0:00:49.80,0:00:52.55,Qi Yan(young): I know, I remember!,#A9A0FF
0:00:52.85,0:00:54.50,Masked person: Do you want revenge?,
0:00:55.12,0:00:56.35,How will you take revenge?,
0:00:56.65,0:00:57.47,Qi Yan(young): I do!,#A9A0FF
0:00:58.75,0:01:02.42,I want the imperial clan of the Wei kingdom to die in pieces,,#A9A0FF
0:01:02.42,0:01:05.02,I want the Wei people to pay with their blood,,#A9A0FF
0:01:05.45,0:01:07.35,no matter what it takes!,#A9A0FF
0:01:07.85,0:01:10.75,Masked person: Very good, very good.,
0:01:10.90,0:01:12.42,Qi Yan(young): (crying),#A9A0FF
0:01:12.42,0:01:16.62,Masked person: Hahahahahaha…,
0:01:16.90,0:01:22.90,Qi Yan: I want the Wei people to pay with their blood, no matter what it takes!,#A9A0FF
0:01:40.07,0:01:43.62,Nangong Jingnu: Adapted from Jinjiang Literature City’s ‘Clear and Muddy Loss of Love’,,#FF7D40
0:01:43.85,0:01:45.37,an original work by Please Don’t Laugh,,#FF7D40
0:01:45.85,0:01:47.32,produced by Yinhang Media,,#FF7D40
0:01:47.70,0:01:49.77,broadcasting exclusively on Maoer FM,,#FF7D40
0:01:50.57,0:01:55.75,‘Two Adamant Hearts’ audio drama season one, episode seven,,#FF7D40
0:01:56.35,0:01:57.52,please enjoy.,#FF7D40
0:02:24.85,0:02:35.32,[Street market],
0:02:35.87,0:02:36.97,Nangong Jingnu: Hehe…,#FF7D40
0:02:41.32,0:02:46.92,Nangong Jingnu: Store clerk, I want another vessel of this, this…,#FF7D40
0:02:46.92,0:02:49.12,whatever this wine is called.,#FF7D40
0:02:49.37,0:02:50.59,Store clerk: Alrighty,,
0:02:53.69,0:02:55.45,please enjoy, dear customer.,
0:02:57.97,0:03:01.10,Qi Yan: Jing-er, the night is already deep.,#A9A0FF
0:03:01.10,0:03:03.77,You had quite a lot already, don’t drink anymore.,#A9A0FF
0:03:04.35,0:03:07.20,And besides, it’s inadvisable to stay in an open-air food stall like this for long.,#A9A0FF
0:03:07.20,0:03:08.87,What if you get sick from the cold?,#A9A0FF
0:03:10.70,0:03:13.07,Nangong Jingnu: It’s exactly because it’s cold out,,#FF7D40
0:03:13.07,0:03:15.55,that’s why I have to drink a few cups to warm up.,#FF7D40
0:03:16.15,0:03:20.77,This is my first time drinking wine in a small roadside stall like this.,#FF7D40
0:03:22.40,0:03:24.07,The wine here…,#FF7D40
0:03:24.07,0:03:28.12,tastes so good.,#FF7D40
0:03:28.12,0:03:30.37,I’ve never tasted something like this before.,#FF7D40
0:03:31.82,0:03:33.80,It’s just a shame that you can’t drink.,#FF7D40
0:03:34.25,0:03:38.22,Qi Yan: Just get someone to buy some back for you if you like it, must you…,#A9A0FF
0:03:38.62,0:03:41.57,Nangong Lie: Heheheh, freshly brewed wine still foaming green,,
0:03:41.57,0:03:44.25,a little mud stove warm and ready.,
0:03:44.25,0:03:50.60,The night sky looks heavy with snow, will you have a drink with me?,
0:03:51.02,0:03:52.97,Look who it is…,
0:03:54.42,0:03:59.37,enjoying such pleasures, so it was that noble and precious little sister of mine.,
0:03:59.55,0:04:02.42,And that ladder climbing…,
0:04:02.42,0:04:04.40,brother-in-law?,
0:04:10.07,0:04:13.27,Nangong Lie: Xiao-mei loves to drink, so just let her drink.,
0:04:14.40,0:04:16.00,As one who depends on his appearance for a living,,
0:04:16.00,0:04:17.92,how can you have so little observational skills?,
0:04:18.40,0:04:21.20,Come, liu-ge will have a drink with you…,
0:04:23.22,0:04:24.65,Nangong Jingnu: Why are you here?,#FF7D40
