开始时间,结束时间,字幕内容,字幕颜色
0:00:04.02,0:00:07.02,Translator: Melts,
0:00:07.02,0:00:09.97,Timing: zhufree,
0:00:11.17,0:00:16.10,[Masked person’s memory- street market of the previous Dynasty],
0:00:16.30,0:00:20.50,Street noise: Buns!Freshly steamed buns!/Selling hot wontons~,
0:00:24.20,0:00:26.07,Wu Da: Shopkeeper, a basket of vegetarian buns.,
0:00:26.32,0:00:28.72,Bun seller: Alrighty, I’ll pack it up for you right now.,
0:00:34.35,0:00:35.55,Customer 1: Hey, have you heard?,
0:00:36.12,0:00:38.12,Chancellor Nangong Rang just published an imperial letter,
0:00:38.12,0:00:40.90,asking Her Highness the Eldest Princess to return the court and take control of the situation.,
0:00:41.70,0:00:44.45,Portraits of Her Highness the Eldest Princess are posted everywhere right now.,
0:00:45.30,0:00:49.25,Customer 2: Her Highness the Eldest Princess is known for her excellence and outstanding beauty,,
0:00:49.60,0:00:51.75,and she is most compassionate to us common folk.,
0:00:52.70,0:00:55.12,It’s a pity that the late Emperor has no children.,
0:00:55.12,0:00:58.55,Maybe this world… is about to change hands.,
0:00:58.72,0:01:02.77,Bun seller: Shh, the authorities have been detaining people everywhere these days.,
0:01:02.77,0:01:04.75,Be careful or trouble will fall from your mouth!,
0:01:05.60,0:01:07.52,Customer, here are your buns.,
0:01:10.37,0:01:11.22,Wu Da: Many thanks.,
0:01:12.27,0:01:16.90,Bun seller: Aiyo, if you must talk about this kind of stuff, talk about it somewhere else.,
0:01:16.90,0:01:20.65,Don’t let those patrolling officers hear you, or you’ll get my stall in trouble too.,
0:01:26.22,0:01:27.02,Wu Da: Master…,
0:01:27.95,0:01:28.92,Masked Person: I heard everything.,
0:01:32.82,0:01:33.67,Wu Er: Hmph!,
0:01:34.60,0:01:36.55,What a great tactic from Nangong Rang and Lu Quan,,
0:01:37.20,0:01:39.45,searching for someone while trying to assassinate them!,
0:01:40.02,0:01:42.52,Wu Da: Your Highness, portraits of you are posted everywhere.,
0:01:42.92,0:01:46.02,We should find someplace to hide for now and leave the city at night!,
0:01:47.50,0:01:48.27,Masked Person: Ah-Da.,
0:01:48.80,0:01:49.40,Wu Da: Master.,
0:01:49.87,0:01:51.17,Masked Person: Go and buy some crushed charcoal.,
0:01:51.75,0:01:52.62,Wu Da: Master, you…,
0:01:52.62,0:01:53.50,Masked Person: Be quick about it.,
0:01:53.92,0:01:56.07,Wu DA: Uh… Ai.,
0:01:58.77,0:02:01.37,[Masked person’s memory ends],
0:02:07.30,0:02:11.95,[Inside the masked person’s courtyard],
0:02:24.75,0:02:30.29,Wu Da: Master, old thief Nangong is heading to the Yong province today, should we…,
0:02:30.52,0:02:32.05,Masked person: There is no need to rush.,
0:02:32.92,0:02:38.80,I’d quite like to see where her next step will take her.,
0:02:39.47,0:02:40.52,Wu Da: Oh.,
0:02:47.72,0:02:51.20,Nangong Jingnu: Adapted from Jinjiang Literature City’s ‘Clear and Muddy Loss of Love’,,#FF7D40
0:02:51.67,0:02:53.70,an original work by Please Don’t Laugh,,#FF7D40
0:02:54.17,0:02:55.85,Qi Yan: produced by Yinhang Media,,#A9A0FF
0:02:56.17,0:02:58.70,broadcasting exclusively on Maoer FM,,#A9A0FF
0:02:59.05,0:03:04.60,Nangong Jingnu/Qi Yan: ‘Two Adamant Hearts’ audio drama season one, episode eight,,#FF7D40
0:03:04.85,0:03:06.67,please enjoy.,#FF7D40
0:03:10.25,0:03:13.65,[Princess estate],
0:03:14.05,0:03:18.75,House servants: Ai, hurry up!/Higher, a little higher!/Is this okay?,
0:03:18.75,0:03:24.75,/Yes, yes/Oh alright/Come and help me with this, over here/Ai, alright/,
0:03:26.27,0:03:28.57,Chuntao: How is it, have you checked everything on the list?,
0:03:28.57,0:03:32.15,Qiuju: Yes, everything has already been packed in the carriage a few days ago.,
0:03:32.40,0:03:33.45,Chuntao: Aiyo!,
0:03:33.65,0:03:36.05,For this trip, first we’ll be heading to the Yong province for ancestral worship,,
0:03:36.05,0:03:37.72,then the Ding province for the spring hunt.,
0:03:37.72,0:03:41.77,That’s hundreds of miles of road to travel, we have to make sure we have everything we need.,
0:03:43.32,0:03:46.35,I just keep feeling that we’re missing a little something…,
0:03:46.80,0:03:49.20,Ai, maybe we should ask Her Highness?,
0:03:49.35,0:03:51.27,Qiuju: Alright, let’s go.,
0:03:51.27,0:03:51.90,Chuntao: Mn.,
0:03:57.45,0:03:58.37,Chuntao: Your Highness~,
0:03:58.77,0:03:59.50,Nangong Jingnu: Come in.,#FF7D40
0:04:00.82,0:04:02.90,[Inside the Princess estate],
0:04:05.05,0:04:06.07,Nangong Jingnu: When are we setting off?,#FF7D40
0:04:06.15,0:04:08.05,Qi Yan and I are both ready to go.,#FF7D40
